titles,years,ratings,location,variety
Five Rivers 2004 Chardonnay (Monterey County),2004,82,Central Coast,Chardonnay
Echelon 2003 Chardonnay (Central Coast),2003,81,Central Coast,Chardonnay
San Simeon 2002 Petite Sirah (Paso Robles),2002,81,Central Coast,Petite Sirah
Vache 2002 Pinot Noir (Cienega Valley),2002,81,Central Coast,Pinot Noir
Concannon 2002 Selected Vineyard Cabernet Sauvignon (Central Coast),2002,81,Central Coast,Cabernet Sauvignon
Castoro Cellars 2003 Cobble Creek Vineyard Zinfandel (Paso Robles),2003,80,Central Coast,Zinfandel
Novella 2003 Muscat Canelli (Paso Robles),2003,94,Central Coast,"Muscat Canelli, Muscat"
Fess Parker 2003 Ashley's Vineyard Pinot Noir (Sta. Rita Hills),2003,94,Central Coast,Pinot Noir
EOS 2003 Tears of Dew Late Harvest Moscato Muscat Canelli (Paso Robles),2003,93,Central Coast,"Muscat Canelli, Muscat"
Fess Parker 2003 Ashley's Vineyard Chardonnay (Sta. Rita Hills),2003,93,Central Coast,Chardonnay
EOS 2002 Cupa Grandis Grand Barrel Reserve Petite Sirah (Paso Robles),2002,92,Central Coast,Petite Sirah
Testarossa 2003 Pisoni Vineyard Pinot Noir (Santa Lucia Highlands),2003,92,Central Coast,Pinot Noir
Tolosa 2003 Edna Ranch Chardonnay (Edna Valley),2003,92,Central Coast,Chardonnay
Domaine Alfred 2003 Chamisal Vineyards Califa Pinot Noir (Edna Valley),2003,92,Central Coast,Pinot Noir
Bernardus 2003 Chardonnay (Monterey),2003,91,Central Coast,Chardonnay
Eberle 2002 Estate Cabernet Sauvignon (Paso Robles),2002,91,Central Coast,Cabernet Sauvignon
Domaine Alfred 2003 Chamisal Vineyards Chardonnay (Edna Valley),2003,91,Central Coast,Chardonnay
Windy Oaks 2001 Schultze Family Vineyard Estate Reserve Pinot Noir (Santa Cruz Mountains),2001,91,Central Coast,Pinot Noir
Morgan 2003 Chardonnay (Monterey),2003,90,Central Coast,Chardonnay
Eberle 2004 Chardonnay (Paso Robles),2004,90,Central Coast,Chardonnay
Morgan 2004 Metallico Chardonnay (Monterey),2004,90,Central Coast,Chardonnay
J. Lohr 2003 Riverstone Chardonnay (Arroyo Seco),2003,90,Central Coast,Chardonnay
Tolosa 2002 Edna Ranch 1772 Pinot Noir (Edna Valley),2002,90,Central Coast,Pinot Noir
Tolosa 2004 Edna Ranch No Oak Chardonnay (Edna Valley),2004,90,Central Coast,Chardonnay
Bernardus 2004 Griva Vineyard Sauvignon Blanc (Arroyo Seco),2004,90,Central Coast,Sauvignon Blanc
Cinnabar 2002 Chardonnay (Santa Cruz Mountains),2002,90,Central Coast,Chardonnay
Morgan 2003 Sauvignon Blanc (Monterey),2003,89,Central Coast,Sauvignon Blanc
Cline 2003 Small Berry Mourvèdre (Contra Costa County),2003,89,Central Coast,Mourvèdre
Eberle 2004 Mill Road Viognier (Paso Robles),2004,89,Central Coast,Viognier
Domaine Alfred 2003 Chamisal Vineyards Califa Chardonnay (Edna Valley),2003,89,Central Coast,Chardonnay
Morgan 2003 Cotes du Crow's Red (Monterey),2003,89,Central Coast,Rhône-style Red Blend
Ca' del Solo 2004 San Bernabe Vineyard Malvasia Bianca (Monterey),2004,89,Central Coast,"Malvasia Bianca, Italian White"
EOS 2003 Cupa Grandis Grand Barrel Reserve Chardonnay (Paso Robles),2003,89,Central Coast,Chardonnay
Morgan 2004 R&D Franscioni Vineyard Pinot Gris (Santa Lucia Highlands),2004,88,Central Coast,Pinot Gris
Hahn 2003 Merlot (Monterey),2003,88,Central Coast,Merlot
Raymond 2003 Chardonnay (Monterey),2003,88,Central Coast,Chardonnay
Nadeau Family Vintners 2002 Critical Mass Zinfandel (Paso Robles),2002,88,Central Coast,Zinfandel
Williams Selyem 2003 Pinot Noir (Central Coast),2003,88,Central Coast,Pinot Noir
Bernardus 2004 Sauvignon Blanc (Monterey County),2004,88,Central Coast,Sauvignon Blanc
Wente 2002 The Nth Degree Cabernet Sauvignon (Livermore Valley),2002,88,Central Coast,Cabernet Sauvignon
Tolosa 2002 Edna Ranch Pinot Noir (Edna Valley),2002,88,Central Coast,Pinot Noir
J. Lohr 2000 POM Red (Paso Robles),2000,88,Central Coast,Bordeaux-style Red Blend
Trinitas 2003 Old Vine Mataro (Contra Costa County),2003,88,Central Coast,"Mataro, Mourvèdre"
Clos La Chance 2002 Biagini Vineyard Pinot Noir (Santa Cruz Mountains),2002,88,Central Coast,Pinot Noir
Eberle 2003 Zinfandel (Paso Robles),2003,87,Central Coast,Zinfandel
Eberle 2004 Muscat Canelli (Paso Robles),2004,87,Central Coast,"Muscat Canelli, Muscat"
Clos La Chance 2004 Estate Sauvignon Blanc (Central Coast),2004,87,Central Coast,Sauvignon Blanc
Heller Estate 2002 Toby's Vintage Merlot Port (Carmel Valley),2002,87,Central Coast,"Port, Port Blend"
J. Lohr 2000 Hilltop Vineyard Cabernet Sauvignon (Paso Robles),2000,87,Central Coast,Cabernet Sauvignon
Morgan 2003 Twelve Clones Pinot Noir (Santa Lucia Highlands),2003,87,Central Coast,Pinot Noir
Wolff 2003 Old Vines Chardonnay (Edna Valley),2003,87,Central Coast,Chardonnay
Jade Mountain 2003 Mourvèdre (Contra Costa County),2003,87,Central Coast,Mourvèdre
Testarossa 2003 Brosseau Vineyard Pinot Noir (Chalone),2003,87,Central Coast,Pinot Noir
Cinnabar 2003 Pinot Noir (Santa Cruz Mountains),2003,87,Central Coast,Pinot Noir
EOS 2003 Reserve Chardonnay (Paso Robles),2003,87,Central Coast,Chardonnay
Windy Oaks 2002 Schultze Family Vineyard Estate Blend Pinot Noir (Santa Cruz Mountains),2002,87,Central Coast,Pinot Noir
Epiphany 2002 Rodney's Vineyard Petite Sirah (Santa Barbara County),2002,87,Central Coast,Petite Sirah
Ca' del Solo 2004 Albariño (Monterey County),2004,86,Central Coast,Albariño
Eberle 2004 Rose of Syrah (Paso Robles),2004,86,Central Coast,Syrah
Cline 2003 Bridgehead Zinfandel (Contra Costa County),2003,86,Central Coast,Zinfandel
Eberle 2002 Vineyard Selection Cabernet Sauvignon (Paso Robles),2002,86,Central Coast,Cabernet Sauvignon
Meridian 2003 Chardonnay (Santa Barbara County),2003,86,Central Coast,Chardonnay
Nadeau Family Vintners 2002 Home Ranch Zinfandel (Paso Robles),2002,86,Central Coast,Zinfandel
Clos La Chance 2004 Estate Viognier (Central Coast),2004,86,Central Coast,Viognier
Domaine Alfred 2003 Chamisal Vineyard Pinot Noir (Edna Valley),2003,86,Central Coast,Pinot Noir
Domaine Alfred 2003 Da Red Red (Edna Valley),2003,86,Central Coast,"Red Blends, Red Blends"
Nadeau Family Vintners 2002 The Bouncer Zinfandel (Paso Robles),2002,86,Central Coast,Zinfandel
Wente 2003 The Nth Degree Chardonnay (Livermore Valley),2003,86,Central Coast,Chardonnay
Eberle 2004 Cass Vineyards Roussanne (Paso Robles),2004,86,Central Coast,Roussanne
J. Lohr 2004 Wildflower Valdiguié (Arroyo Seco),2004,86,Central Coast,"Valdiguié, Other Red"
Trinitas 2003 Old Vine Cuvee Red (Contra Costa County),2003,86,Central Coast,"Red Blends, Red Blends"
Delicato 2001 San Bernabe Vineyard Monterey Vine Select Merlot (Monterey County),2001,86,Central Coast,Merlot
Eberle 2003 Sangiovese (Paso Robles),2003,85,Central Coast,Sangiovese
Domaine Alfred 2004 Chamisal Vineyards Rosé of Syrah (Edna Valley),2004,85,Central Coast,Syrah
XYZin 2002 Sandy Lane Vineyard Zinfandel (Contra Costa County),2002,85,Central Coast,Zinfandel
Perfect 10 2003 Blonde Chardonnay (Monterey),2003,85,Central Coast,Chardonnay
Clos La Chance 2003 Chardonnay (Santa Cruz Mountains),2003,85,Central Coast,Chardonnay
Robert Hall 2004 Sauvignon Blanc (Paso Robles),2004,85,Central Coast,Sauvignon Blanc
Heller Estate 2003 Estate Chardonnay (Carmel Valley),2003,85,Central Coast,Chardonnay
J. Lohr 2002 Los Osos Merlot (Paso Robles),2002,85,Central Coast,Merlot
Clos La Chance 2004 Rosé (Central Coast),2004,85,Central Coast,Rosé
Hahn 2003 Meritage Red (Central Coast),2003,85,Central Coast,"Cabernet Blend, Bordeaux-style Red Blend"
Firestone 2002 Cabernet Sauvignon (Santa Ynez Valley),2002,84,Central Coast,Cabernet Sauvignon
Vina Robles 2004 Roseum Syrah (Paso Robles),2004,84,Central Coast,Syrah
Castoro Cellars 2004 Fumé Blanc (Paso Robles),2004,84,Central Coast,"Fumé Blanc, Sauvignon Blanc"
Robert Hall 2003 Cabernet Sauvignon (Paso Robles),2003,84,Central Coast,Cabernet Sauvignon
Robert Hall 2004 Chardonnay (Paso Robles),2004,84,Central Coast,Chardonnay
Leal Vineyards 2003 Estate Syrah (San Benito County),2003,84,Central Coast,Syrah
Wolff 2003 Wolff Vineyards Syrah (Edna Valley),2003,84,Central Coast,Syrah
Bonny Doon 2003 Barbera Arneis Red (Monterey County),2003,84,Central Coast,"Red Blends, Red Blends"
Eberle 2003 Remo Belli Vineyard Zinfandel (Paso Robles),2003,84,Central Coast,Zinfandel
Eberle 2003 Steinbeck and Sauret Vineyards Barbera (Paso Robles),2003,84,Central Coast,Barbera
Firestone 2004 Sauvignon Blanc (Santa Ynez Valley),2004,84,Central Coast,Sauvignon Blanc
Eberle 2003 Steinbeck Vineyard Syrah (Paso Robles),2003,84,Central Coast,Syrah
Eberle 2002 Steinbeck Vineyard Reserve Syrah (Paso Robles),2002,84,Central Coast,Syrah
Robert Hall 2002 Merlot (Paso Robles),2002,84,Central Coast,Merlot
Robert Hall 2003 Grenache (Paso Robles),2003,84,Central Coast,Grenache
Novella 2002 Merlot (Paso Robles),2002,83,Central Coast,Merlot
EOS 2003 Chardonnay (Paso Robles),2003,83,Central Coast,Chardonnay
Leal Vineyards 2003 Estate Merlot (San Benito County),2003,83,Central Coast,Merlot
Cline 2003 Live Oak Zinfandel (Contra Costa County),2003,83,Central Coast,Zinfandel
Novella 2002 Synergy Red (Paso Robles),2002,83,Central Coast,"Red Blends, Red Blends"
Epiphany 2002 Revelation Red (Santa Barbara County),2002,83,Central Coast,"Red Blends, Red Blends"
Martin Ray 2001 **1 Liter** Red (Central Coast),2001,83,Central Coast,"Red Blends, Red Blends"
Cline 2003 Big Break Zinfandel (Contra Costa County),2003,83,Central Coast,Zinfandel
Hahn 2003 Cabernet Sauvignon (Central Coast),2003,83,Central Coast,Cabernet Sauvignon
Heller Estate 2004 Estate Chenin Blanc (Carmel Valley),2004,83,Central Coast,Chenin Blanc
EOS 2002 The French Connection Red (Paso Robles),2002,83,Central Coast,Bordeaux-style Red Blend
Leal Vineyards 2003 Estate Chardonnay (San Benito County),2003,83,Central Coast,Chardonnay
J. Lohr 2000 St. E Red (Paso Robles),2000,83,Central Coast,"Cabernet Blend, Bordeaux-style Red Blend"
EOS 2002 Zinfandel (Paso Robles),2002,82,Central Coast,Zinfandel
Rosenblum 2003 Heritage Clones Petite Sirah (San Francisco Bay),2003,82,Central Coast,Petite Sirah
J. Lohr 2000 PAU Red (Paso Robles),2000,82,Central Coast,"Cabernet Blend, Bordeaux-style Red Blend"
EOS 2002 Brothers Ranch Vineyard 5 Block 5A Late Harvest Zinfandel (Paso Robles),2002,82,Central Coast,Zinfandel
Robert Hall 2003 Rhone de Robles Red (Paso Robles),2003,82,Central Coast,Rhône-style Red Blend
EOS 2002 Merlot (Paso Robles),2002,80,Central Coast,Merlot
EOS 2001 Peck Ranch Vineyard Reserve Petite Sirah (Paso Robles),2001,80,Central Coast,Petite Sirah
Linne Calodo 2003 Nemesis Red (Paso Robles),2003,94,Central Coast,Rhône-style Red Blend
Saxum 2003 Bone Rock Syrah (Paso Robles),2003,94,Central Coast,Syrah
L'Aventure 2002 Optimus Red (Paso Robles),2002,94,Central Coast,"Red Blends, Red Blends"
Linne Calodo 2003 Rising Tides Red (Paso Robles),2003,93,Central Coast,Rhône-style Red Blend
Lane Tanner 2002 Melville Vineyard Pinot Noir (Sta. Rita Hills),2002,93,Central Coast,Pinot Noir
Linne Calodo 2004 Contrarian White (Paso Robles),2004,92,Central Coast,Rhône-style White Blend
Carr 2003 Three Vineyards Pinot Noir (Sta. Rita Hills),2003,92,Central Coast,Pinot Noir
Testarossa 2003 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),2003,92,Central Coast,Pinot Noir
Linne Calodo 2003 Sticks and Stones Red (Paso Robles),2003,92,Central Coast,Rhône-style Red Blend
Baileyana 2002 Firepeak Vineyard Pinot Noir (Edna Valley),2002,92,Central Coast,Pinot Noir
Summerwood 2003 Diosa Red (Paso Robles),2003,91,Central Coast,Rhône-style Red Blend
Saxum 2003 Broken Stones Syrah (Paso Robles),2003,91,Central Coast,Syrah
Rusack 2003 Reserve Chardonnay (Santa Maria Valley),2003,91,Central Coast,Chardonnay
Imagery 2002 Artist Collection Petite Sirah (Paso Robles),2002,91,Central Coast,Petite Sirah
Thomas Fogarty 2001 Merlot (Santa Cruz Mountains),2001,91,Central Coast,Merlot
Gainey 2002 Limited Selection Merlot (Santa Ynez Valley),2002,90,Central Coast,Merlot
Tablas Creek 2004 Rosé (Paso Robles),2004,90,Central Coast,Rosé
Carr 2003 Ashley's Vineyard Pinot Noir (Sta. Rita Hills),2003,90,Central Coast,Pinot Noir
Summerwood 2003 Diosa Blanc White (Paso Robles),2003,90,Central Coast,Rhône-style White Blend
Gainey 2003 Limited Selection Sauvignon Blanc (Santa Ynez Valley),2003,90,Central Coast,Sauvignon Blanc
Adelaida 2002 The Glenrose Vineyard White (Paso Robles),2002,90,Central Coast,Rhône-style White Blend
Testarossa 2003 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),2003,90,Central Coast,Pinot Noir
Joseph Phelps 2002 Le Mistral Red (Monterey County),2002,90,Central Coast,Rhône-style Red Blend
Wild Horse 2002 James Berry Vineyard Syrah (Paso Robles),2002,90,Central Coast,Syrah
Kynsi 2003 Bien Nacido Vineyard Pinot Blanc (Santa Maria Valley),2003,90,Central Coast,Pinot Blanc
Cheval Sauvage 2002 Ashley Vineyard Pinot Noir (Sta. Rita Hills),2002,90,Central Coast,Pinot Noir
Tablas Creek 2003 Esprit de Beaucastel Red (Paso Robles),2003,89,Central Coast,Rhône-style Red Blend
Laetitia 2003 Estate Pinot Noir (Arroyo Grande Valley),2003,89,Central Coast,Pinot Noir
Garretson 2003 The Graosta Mourvèdre (Paso Robles),2003,89,Central Coast,Mourvèdre
Testarossa 2003 Sleepy Hollow Vineyard Pinot Noir (Santa Lucia Highlands),2003,89,Central Coast,Pinot Noir
Saxum 2003 James Berry Vineyard Rocket Block Red (Paso Robles),2003,89,Central Coast,Rhône-style Red Blend
Row Eleven 2002 Pinot Noir (Santa Maria Valley),2002,88,Central Coast,Pinot Noir
Peachy Canyon 2002 Petite Sirah (Paso Robles),2002,88,Central Coast,Petite Sirah
Gainey 2002 Merlot (Santa Ynez Valley),2002,88,Central Coast,Merlot
Garretson 2003 The Spainnéach Grenache (Paso Robles),2003,88,Central Coast,Grenache
Wild Horse 2002 Cabernet Sauvignon (Paso Robles),2002,88,Central Coast,Cabernet Sauvignon
Wild Horse 2002 Syrah (Paso Robles),2002,88,Central Coast,Syrah
Testarossa 2003 Brosseau Vineyard Chardonnay (Chalone),2003,88,Central Coast,Chardonnay
Lane Tanner 2002 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),2002,88,Central Coast,Pinot Noir
Rosenblum 2003 Planchon Vineyard Zinfandel (San Francisco Bay),2003,87,Central Coast,Zinfandel
Edna Valley Vineyard 2003 Paragon Pinot Noir (Edna Valley),2003,87,Central Coast,Pinot Noir
Lincourt 2003 Syrah (Santa Barbara County),2003,89,Central Coast,Syrah
Jaffurs 2003 Thompson Vineyard Syrah (Santa Barbara County),2003,89,Central Coast,Syrah
Daniel Gehrs 2001 Shiraz (Santa Ynez Valley),2001,89,Central Coast,Shiraz
Epiphany 2002 Hampton Vineyard Syrah (Santa Barbara County),2002,89,Central Coast,Syrah
Rusack 2003 Syrah (Santa Barbara County),2003,89,Central Coast,Syrah
Bishop's Peak 2002 Syrah (Edna Valley),2002,89,Central Coast,Syrah
Morgan 2002 Tierra Mar Syrah (Monterey County),2002,89,Central Coast,Syrah
Beckmen 2003 Purisima Mountain Vineyard Block Six Syrah (Santa Ynez Valley),2003,89,Central Coast,Syrah
Jaffurs 2003 Bien Nacido Vineyard Syrah (Santa Barbara County),2003,89,Central Coast,Syrah
Calcareous 2002 Syrah (Paso Robles),2002,88,Central Coast,Syrah
Fenestra 2000 Estate Syrah (Livermore Valley),2000,88,Central Coast,Syrah
Consilience 2002 Hampton Vineyard Syrah (Santa Barbara County),2002,88,Central Coast,Syrah
Jaffurs 2003 Syrah (Santa Barbara County),2003,88,Central Coast,Syrah
Beckmen 2003 Purisima Mountain Vineyard Syrah (Santa Ynez Valley),2003,88,Central Coast,Syrah
Night Owl 2003 San Bernabe Vineyard Shiraz (Monterey County),2003,88,Central Coast,Shiraz
Baileyana 2001 Syrah (Edna Valley),2001,88,Central Coast,Syrah
Rusack 2003 Ballard Canyon Reserve Syrah (Santa Barbara County),2003,88,Central Coast,Syrah
Qupé 2002 Bien Nacido Hillside Estate Syrah (Santa Maria Valley),2002,88,Central Coast,Syrah
Foley 2003 Rancho Santa Rosa Syrah (Sta. Rita Hills),2003,88,Central Coast,Syrah
Drew 2003 Rodney's and Larner Vineyards Syrah (Santa Ynez Valley),2003,88,Central Coast,Syrah
Tassajara 2002 Syrah (Paso Robles),2002,87,Central Coast,Syrah
Morgan 2002 Syrah (Monterey),2002,87,Central Coast,Syrah
Vita Luce 2002 Syrah (Paso Robles),2002,87,Central Coast,Syrah
Paraiso Vineyards 2002 Syrah (Santa Lucia Highlands),2002,87,Central Coast,Syrah
Hallauer 2002 Syrah (Santa Ynez Valley),2002,87,Central Coast,Syrah
Kunin 2003 Syrah (Santa Barbara County),2003,87,Central Coast,Syrah
Stolpman 2003 Estate Grown Syrah (Santa Ynez Valley),2003,87,Central Coast,Syrah
Gravity Hills 2002 Killer Climb Syrah (Paso Robles),2002,87,Central Coast,Syrah
Babcock 2003 Frying Pan Syrah (Santa Barbara County),2003,87,Central Coast,Syrah
Drew 2003 Morehouse Vineyard Syrah (Santa Ynez Valley),2003,87,Central Coast,Syrah
Qupé 2003 Syrah (Central Coast),2003,87,Central Coast,Syrah
Talomas 2002 Basket Press Reserve Syrah (Central Coast),2002,87,Central Coast,Syrah
Fenestra 2000 Reserve Syrah (Livermore Valley),2000,87,Central Coast,Syrah
Cambria 2002 Tepusquet Vineyard Syrah (Santa Maria Valley),2002,87,Central Coast,Syrah
Wente 2002 The Nth Degree Shiraz (Livermore Valley),2002,87,Central Coast,Shiraz
Rideau 2003 Iris' Estate Bon Temps Vineyard Syrah (Santa Ynez Valley),2003,87,Central Coast,Syrah
Martella 2002 Camel Hill Vineyard Syrah (Santa Cruz Mountains),2002,87,Central Coast,Syrah
Chalone Vineyard 2003 Syrah (Chalone),2003,85,Central Coast,Syrah
Lucas & Lewellen 2002 Syrah (Santa Barbara County),2002,85,Central Coast,Syrah
Io 2000 Red (Santa Barbara County),2000,85,Central Coast,"Red Blends, Red Blends"
Clos Mimi 2003 Petite Rousse Syrah (Paso Robles),2003,85,Central Coast,Syrah
Castoro Cellars 2002 Reserve Syrah (Paso Robles),2002,85,Central Coast,Syrah
Daniel Gehrs 2001 Harmon Syrah (Santa Ynez Valley),2001,85,Central Coast,Syrah
Curtis 2002 Ambassador's Vineyard Syrah (Santa Barbara County),2002,85,Central Coast,Syrah
Consilience 2002 Syrah (Santa Barbara County),2002,85,Central Coast,Syrah
Foxen 2002 Cuvee Jeanne Marie Syrah (Santa Ynez Valley),2002,85,Central Coast,Syrah
Novy 2003 Garys' Vineyard Syrah (Santa Lucia Highlands),2003,85,Central Coast,Syrah
Falcone 2002 Mia's Vineyard Syrah (Paso Robles),2002,85,Central Coast,Syrah
Firestone 2002 Syrah (Santa Ynez Valley),2002,85,Central Coast,Syrah
Bonny Doon 2003 Le Pousseur Syrah (Central Coast),2003,85,Central Coast,Syrah
Curtis 2002 Crossroads Vineyard Syrah (Santa Barbara County),2002,85,Central Coast,Syrah
Gainey 2002 Limited Selection Syrah (Santa Barbara County),2002,85,Central Coast,Syrah
Jaffurs 2003 Larner Vineyard Syrah (Santa Barbara County),2003,85,Central Coast,Syrah
Topel 2002 Cuvée Donnis Syrah (Monterey),2002,85,Central Coast,Syrah
Norman 2002 The Vocation Syrah (Paso Robles),2002,85,Central Coast,Syrah
Fess Parker 2002 The Big Easy Syrah (Santa Barbara County),2002,85,Central Coast,Syrah
Silver Stone Winery 2002 Hall Ranch Syrah (Paso Robles),2002,85,Central Coast,Syrah
Andrew Murray 2003 Estate Grown Syrah (Santa Ynez Valley),2003,85,Central Coast,Syrah
Tobin James 2002 James Gang Reserve Syrah (Paso Robles),2002,85,Central Coast,Syrah
Benziger 2002 Bien Nacido Vineyards Syrah (Santa Maria Valley),2002,85,Central Coast,Syrah
Zaca Mesa 2002 Eight Barrel Syrah (Santa Ynez Valley),2002,85,Central Coast,Syrah
Wente 2002 Syrah (Livermore Valley),2002,84,Central Coast,Syrah
Norman 2003 Syrah (Paso Robles),2003,84,Central Coast,Syrah
Monterra 2004 Shiraz (Monterey County),2004,84,Central Coast,Shiraz
Holbrook 2001 Syrah (Central Coast),2001,84,Central Coast,Syrah
J. Lohr 2003 South Ridge Syrah (Paso Robles),2003,84,Central Coast,Syrah
Kahn 2002 Susich Vineyard Syrah (Santa Ynez Valley),2002,84,Central Coast,Syrah
Robert Hall 2003 Syrah (Paso Robles),2003,84,Central Coast,Syrah
Fess Parker 2002 Syrah (Santa Barbara County),2002,84,Central Coast,Syrah
Bridgeway 2003 Syrah (Central Coast),2003,84,Central Coast,Syrah
Lehrer 2002 Syrah (Contra Costa County),2002,84,Central Coast,Syrah
Lane Tanner 2001 Reserve Syrah (Santa Barbara County),2001,84,Central Coast,Syrah
Vina Robles 2001 Huerhuero Vineyard Syrah (Paso Robles),2001,84,Central Coast,Syrah
Avila 2003 Syrah (Santa Barbara County),2003,84,Central Coast,Syrah
Vinum Cellars 2002 Vista Verde Vineyard Syrah (San Benito County),2002,84,Central Coast,Syrah
